ID;TypeGefailleerde;BedrijfstakkenBranchesSBI2008;Perioden;UitgesprokenFaillissementen_1
8122;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2015;8
8123;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2016 januari;0
8124;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2016 februari;0
8125;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2016 maart;0
8126;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2016 1e kwartaal;0
8127;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2016 april;0
8128;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2016 mei;1
8129;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2016 juni;0
8130;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2016 2e kwartaal;1
8131;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2016 juli;1
8132;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2016 augustus;1
8133;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2016 september;0
8134;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2016 3e kwartaal;2
8135;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2016 oktober;1
8136;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2016 november;0
8137;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2016 december;0
8138;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2016 4e kwartaal;1
8139;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2016;4
8140;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2017 januari;1
8141;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2017 februari;1
8142;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2017 maart;0
8143;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2017 1e kwartaal;2
8144;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2017 april;2
8145;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2017 mei;0
8146;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2017 juni;1
8147;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2017 2e kwartaal;3
8148;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2017 juli;0
8149;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2017 augustus;0
8150;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2017 september;0
8151;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2017 3e kwartaal;0
8152;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2017 oktober;1
8153;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2017 november;1
8154;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2017 december;1
8155;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2017 4e kwartaal;3
8156;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2017;8
8157;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2018 januari;2
8158;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2018 februari;0
8159;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2018 maart;0
8160;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2018 1e kwartaal;2
8161;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2018 april;0
8162;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2018 mei;0
8163;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2018 juni;0
8164;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2018 2e kwartaal;0
8165;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2018 juli;0
8166;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2018 augustus;0
8167;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2018 september;0
8168;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2018 3e kwartaal;0
8169;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2018 oktober;0
8170;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2018 november;0
8171;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2018 december;0
8172;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2018 4e kwartaal;0
8173;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2018;2
8174;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2019 januari;0
8175;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2019 februari;0
8176;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2019 maart;0
8177;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2019 1e kwartaal;0
8178;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2019 april;0
8179;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2019 mei;0
8180;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2019 juni;0
8181;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2019 2e kwartaal;0
8182;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2019 juli;0
8183;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2019 augustus;1
8184;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2019 september;0
8185;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2019 3e kwartaal;1
8186;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2019 oktober;0
8187;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2019 november;2
8188;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2019 december;0
8189;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2019 4e kwartaal;2
8190;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2019;3
8191;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2020 januari;0
8192;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2020 februari;0
8193;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2020 maart;1
8194;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2020 1e kwartaal;1
8195;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2020 april;0
8196;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2020 mei;0
8197;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2020 juni;1
8198;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2020 2e kwartaal;1
8199;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2020 juli;0
8200;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2020 augustus;0
8201;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2020 september;0
8202;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2020 3e kwartaal;0
8203;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2020 oktober;0
8204;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2020 november;1
8205;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2020 december;0
8206;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2020 4e kwartaal;1
8207;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2020;3
8208;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2021 januari;0
8209;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2021 februari;0
8210;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2021 maart;0
8211;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2021 1e kwartaal;0
8212;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2021 april;0
8213;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2021 mei;0
8214;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2021 juni;0
8215;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2021 2e kwartaal;0
8216;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2021 juli;0
8217;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2021 augustus;0
8218;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2021 september;0
8219;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2021 3e kwartaal;0
8220;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2021 oktober;0
8221;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2021 november;0
8222;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2021 december;2
8223;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2021 4e kwartaal;2
8224;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2021;2
8225;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2022 januari;0
8226;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2022 februari;0
8227;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2022 maart;0
8228;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2022 1e kwartaal;0
8229;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2022 april;1
8230;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2022 mei;0
8231;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2022 juni;0
8232;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2022 2e kwartaal;1
8233;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2022 juli;0
8234;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2022 augustus;0
8235;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2022 september;0
8236;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2022 3e kwartaal;0
8237;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2022 oktober;0
8238;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2022 november;0
8239;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2022 december;0
8240;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2022 4e kwartaal;0
8241;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2022;1
8242;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2023 januari;0
8243;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2023 februari;0
8244;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2023 maart;1
8245;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2023 1e kwartaal;1
8246;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2023 april;1
8247;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2023 mei;0
8248;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2023 juni;0
8249;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2023 2e kwartaal;1
8250;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2023 juli;0
8251;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2023 augustus;1
8252;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2023 september;0
8253;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2023 3e kwartaal;1
8254;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2023 oktober;0
8255;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2023 november;0
8256;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2023 december;0
8257;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2023 4e kwartaal;0
8258;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2023;3
8259;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2024 januari;2
8260;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2024 februari;0
8261;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2024 maart;0
8262;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2024 1e kwartaal;2
8263;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2024 april;1
8264;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2024 mei;0
8265;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2024 juni;1
8266;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2024 2e kwartaal;2
8267;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2024 juli;0
8268;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2024 augustus;1
8269;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2024 september;1
8270;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2024 3e kwartaal;2
8271;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2024 oktober;0
8272;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2024 november;2
8273;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2024 december;0
8274;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2024 4e kwartaal;2
8275;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2024;8
8276;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2025 januari;0
8277;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2025 februari;0
8278;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2025 maart;0
8279;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2025 1e kwartaal;0
8280;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2009 januari;0
8281;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2009 februari;0
8282;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2009 maart;2
8283;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2009 1e kwartaal;2
8284;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2009 april;0
8285;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2009 mei;0
8286;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2009 juni;0
8287;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2009 2e kwartaal;0
8288;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2009 juli;0
8289;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2009 augustus;0
8290;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2009 september;0
8291;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2009 3e kwartaal;0
8292;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2009 oktober;0
8293;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2009 november;0
8294;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2009 december;0
8295;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2009 4e kwartaal;0
8296;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2009;2
8297;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2010 januari;0
8298;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2010 februari;0
8299;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2010 maart;1
8300;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2010 1e kwartaal;1
8301;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2010 april;0
8302;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2010 mei;2
8303;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2010 juni;1
8304;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2010 2e kwartaal;3
8305;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2010 juli;0
8306;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2010 augustus;0
8307;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2010 september;0
8308;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2010 3e kwartaal;0
8309;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2010 oktober;0
8310;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2010 november;0
8311;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2010 december;0
8312;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2010 4e kwartaal;0
8313;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2010;4
8314;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2011 januari;0
8315;Bedrijven, instellingen en eenmanszaken;102 Visverwerkende industrie;2011 februari;0
