ID;MunicipalLeviesFrom2017Onwards;Regions;Periods;MunicipalLeviesInMillionOfEuros_1;MunicipalLeviesInEuroInhabitant_2
7896;Administrative fees for civil affairs;Utrecht (CR);2024;25.0;18.0
7897;Administrative fees for civil affairs;Utrecht (CR);2025;27.0;19.0
7898;Administrative fees for civil affairs;Kop van Noord-Holland (CR);2004;4.0;10.0
7899;Administrative fees for civil affairs;Kop van Noord-Holland (CR);2005;4.0;11.0
7900;Administrative fees for civil affairs;Kop van Noord-Holland (CR);2006;4.0;11.0
7901;Administrative fees for civil affairs;Kop van Noord-Holland (CR);2007;5.0;13.0
7902;Administrative fees for civil affairs;Kop van Noord-Holland (CR);2008;5.0;13.0
7903;Administrative fees for civil affairs;Kop van Noord-Holland (CR);2009;5.0;15.0
7904;Administrative fees for civil affairs;Kop van Noord-Holland (CR);2010;6.0;16.0
7905;Administrative fees for civil affairs;Kop van Noord-Holland (CR);2011;6.0;17.0
7906;Administrative fees for civil affairs;Kop van Noord-Holland (CR);2012;6.0;17.0
7907;Administrative fees for civil affairs;Kop van Noord-Holland (CR);2013;6.0;17.0
7908;Administrative fees for civil affairs;Kop van Noord-Holland (CR);2014;6.0;17.0
7909;Administrative fees for civil affairs;Kop van Noord-Holland (CR);2015;6.0;17.0
7910;Administrative fees for civil affairs;Kop van Noord-Holland (CR);2016;7.0;18.0
7911;Administrative fees for civil affairs;Kop van Noord-Holland (CR);2017;7.0;18.0
7912;Administrative fees for civil affairs;Kop van Noord-Holland (CR);2018;7.0;18.0
7913;Administrative fees for civil affairs;Kop van Noord-Holland (CR);2019;5.0;14.0
7914;Administrative fees for civil affairs;Kop van Noord-Holland (CR);2020;5.0;12.0
7915;Administrative fees for civil affairs;Kop van Noord-Holland (CR);2021;5.0;12.0
7916;Administrative fees for civil affairs;Kop van Noord-Holland (CR);2022;5.0;12.0
7917;Administrative fees for civil affairs;Kop van Noord-Holland (CR);2023;4.0;12.0
7918;Administrative fees for civil affairs;Kop van Noord-Holland (CR);2024;6.0;17.0
7919;Administrative fees for civil affairs;Kop van Noord-Holland (CR);2025;7.0;18.0
7920;Administrative fees for civil affairs;Alkmaar en omgeving (CR);2004;2.0;10.0
7921;Administrative fees for civil affairs;Alkmaar en omgeving (CR);2005;2.0;10.0
7922;Administrative fees for civil affairs;Alkmaar en omgeving (CR);2006;3.0;12.0
7923;Administrative fees for civil affairs;Alkmaar en omgeving (CR);2007;3.0;12.0
7924;Administrative fees for civil affairs;Alkmaar en omgeving (CR);2008;3.0;14.0
7925;Administrative fees for civil affairs;Alkmaar en omgeving (CR);2009;3.0;15.0
7926;Administrative fees for civil affairs;Alkmaar en omgeving (CR);2010;4.0;17.0
7927;Administrative fees for civil affairs;Alkmaar en omgeving (CR);2011;4.0;18.0
7928;Administrative fees for civil affairs;Alkmaar en omgeving (CR);2012;4.0;17.0
7929;Administrative fees for civil affairs;Alkmaar en omgeving (CR);2013;4.0;17.0
7930;Administrative fees for civil affairs;Alkmaar en omgeving (CR);2014;4.0;17.0
7931;Administrative fees for civil affairs;Alkmaar en omgeving (CR);2015;4.0;16.0
7932;Administrative fees for civil affairs;Alkmaar en omgeving (CR);2016;4.0;17.0
7933;Administrative fees for civil affairs;Alkmaar en omgeving (CR);2017;4.0;18.0
7934;Administrative fees for civil affairs;Alkmaar en omgeving (CR);2018;5.0;18.0
7935;Administrative fees for civil affairs;Alkmaar en omgeving (CR);2019;3.0;12.0
7936;Administrative fees for civil affairs;Alkmaar en omgeving (CR);2020;3.0;11.0
7937;Administrative fees for civil affairs;Alkmaar en omgeving (CR);2021;3.0;11.0
7938;Administrative fees for civil affairs;Alkmaar en omgeving (CR);2022;2.0;9.0
7939;Administrative fees for civil affairs;Alkmaar en omgeving (CR);2023;3.0;11.0
7940;Administrative fees for civil affairs;Alkmaar en omgeving (CR);2024;4.0;16.0
7941;Administrative fees for civil affairs;Alkmaar en omgeving (CR);2025;4.0;17.0
7942;Administrative fees for civil affairs;IJmond (CR);2004;2.0;11.0
7943;Administrative fees for civil affairs;IJmond (CR);2005;2.0;12.0
7944;Administrative fees for civil affairs;IJmond (CR);2006;2.0;13.0
7945;Administrative fees for civil affairs;IJmond (CR);2007;3.0;15.0
7946;Administrative fees for civil affairs;IJmond (CR);2008;3.0;16.0
7947;Administrative fees for civil affairs;IJmond (CR);2009;3.0;16.0
7948;Administrative fees for civil affairs;IJmond (CR);2010;3.0;16.0
7949;Administrative fees for civil affairs;IJmond (CR);2011;3.0;17.0
7950;Administrative fees for civil affairs;IJmond (CR);2012;4.0;18.0
7951;Administrative fees for civil affairs;IJmond (CR);2013;4.0;18.0
7952;Administrative fees for civil affairs;IJmond (CR);2014;4.0;18.0
7953;Administrative fees for civil affairs;IJmond (CR);2015;3.0;17.0
7954;Administrative fees for civil affairs;IJmond (CR);2016;4.0;19.0
7955;Administrative fees for civil affairs;IJmond (CR);2017;4.0;19.0
7956;Administrative fees for civil affairs;IJmond (CR);2018;4.0;18.0
7957;Administrative fees for civil affairs;IJmond (CR);2019;3.0;13.0
7958;Administrative fees for civil affairs;IJmond (CR);2020;2.0;12.0
7959;Administrative fees for civil affairs;IJmond (CR);2021;2.0;12.0
7960;Administrative fees for civil affairs;IJmond (CR);2022;2.0;12.0
7961;Administrative fees for civil affairs;IJmond (CR);2023;2.0;12.0
7962;Administrative fees for civil affairs;IJmond (CR);2024;4.0;19.0
7963;Administrative fees for civil affairs;IJmond (CR);2025;4.0;20.0
7964;Administrative fees for civil affairs;Agglomeratie Haarlem (CR);2004;2.0;10.0
7965;Administrative fees for civil affairs;Agglomeratie Haarlem (CR);2005;2.0;11.0
7966;Administrative fees for civil affairs;Agglomeratie Haarlem (CR);2006;3.0;12.0
7967;Administrative fees for civil affairs;Agglomeratie Haarlem (CR);2007;3.0;12.0
7968;Administrative fees for civil affairs;Agglomeratie Haarlem (CR);2008;4.0;17.0
7969;Administrative fees for civil affairs;Agglomeratie Haarlem (CR);2009;4.0;19.0
7970;Administrative fees for civil affairs;Agglomeratie Haarlem (CR);2010;4.0;20.0
7971;Administrative fees for civil affairs;Agglomeratie Haarlem (CR);2011;4.0;19.0
7972;Administrative fees for civil affairs;Agglomeratie Haarlem (CR);2012;5.0;21.0
7973;Administrative fees for civil affairs;Agglomeratie Haarlem (CR);2013;5.0;21.0
7974;Administrative fees for civil affairs;Agglomeratie Haarlem (CR);2014;5.0;22.0
7975;Administrative fees for civil affairs;Agglomeratie Haarlem (CR);2015;4.0;19.0
7976;Administrative fees for civil affairs;Agglomeratie Haarlem (CR);2016;5.0;21.0
7977;Administrative fees for civil affairs;Agglomeratie Haarlem (CR);2017;5.0;22.0
7978;Administrative fees for civil affairs;Agglomeratie Haarlem (CR);2018;5.0;21.0
7979;Administrative fees for civil affairs;Agglomeratie Haarlem (CR);2019;3.0;15.0
7980;Administrative fees for civil affairs;Agglomeratie Haarlem (CR);2020;3.0;14.0
7981;Administrative fees for civil affairs;Agglomeratie Haarlem (CR);2021;4.0;15.0
7982;Administrative fees for civil affairs;Agglomeratie Haarlem (CR);2022;4.0;15.0
7983;Administrative fees for civil affairs;Agglomeratie Haarlem (CR);2023;4.0;16.0
7984;Administrative fees for civil affairs;Agglomeratie Haarlem (CR);2024;4.0;18.0
7985;Administrative fees for civil affairs;Agglomeratie Haarlem (CR);2025;4.0;18.0
7986;Administrative fees for civil affairs;Zaanstreek (CR);2004;2.0;13.0
7987;Administrative fees for civil affairs;Zaanstreek (CR);2005;2.0;13.0
7988;Administrative fees for civil affairs;Zaanstreek (CR);2006;2.0;13.0
7989;Administrative fees for civil affairs;Zaanstreek (CR);2007;2.0;15.0
7990;Administrative fees for civil affairs;Zaanstreek (CR);2008;3.0;16.0
7991;Administrative fees for civil affairs;Zaanstreek (CR);2009;3.0;17.0
7992;Administrative fees for civil affairs;Zaanstreek (CR);2010;3.0;16.0
7993;Administrative fees for civil affairs;Zaanstreek (CR);2011;3.0;15.0
7994;Administrative fees for civil affairs;Zaanstreek (CR);2012;2.0;15.0
7995;Administrative fees for civil affairs;Zaanstreek (CR);2013;2.0;15.0
7996;Administrative fees for civil affairs;Zaanstreek (CR);2014;2.0;15.0
7997;Administrative fees for civil affairs;Zaanstreek (CR);2015;3.0;18.0
7998;Administrative fees for civil affairs;Zaanstreek (CR);2016;3.0;19.0
7999;Administrative fees for civil affairs;Zaanstreek (CR);2017;3.0;20.0
8000;Administrative fees for civil affairs;Zaanstreek (CR);2018;3.0;19.0
8001;Administrative fees for civil affairs;Zaanstreek (CR);2019;2.0;14.0
8002;Administrative fees for civil affairs;Zaanstreek (CR);2020;2.0;11.0
8003;Administrative fees for civil affairs;Zaanstreek (CR);2021;2.0;12.0
8004;Administrative fees for civil affairs;Zaanstreek (CR);2022;2.0;13.0
8005;Administrative fees for civil affairs;Zaanstreek (CR);2023;2.0;12.0
8006;Administrative fees for civil affairs;Zaanstreek (CR);2024;4.0;21.0
8007;Administrative fees for civil affairs;Zaanstreek (CR);2025;4.0;23.0
8008;Administrative fees for civil affairs;Groot-Amsterdam (CR);2004;18.0;15.0
8009;Administrative fees for civil affairs;Groot-Amsterdam (CR);2005;18.0;15.0
8010;Administrative fees for civil affairs;Groot-Amsterdam (CR);2006;18.0;15.0
8011;Administrative fees for civil affairs;Groot-Amsterdam (CR);2007;18.0;15.0
8012;Administrative fees for civil affairs;Groot-Amsterdam (CR);2008;21.0;18.0
8013;Administrative fees for civil affairs;Groot-Amsterdam (CR);2009;23.0;19.0
8014;Administrative fees for civil affairs;Groot-Amsterdam (CR);2010;24.0;19.0
8015;Administrative fees for civil affairs;Groot-Amsterdam (CR);2011;25.0;20.0
8016;Administrative fees for civil affairs;Groot-Amsterdam (CR);2012;24.0;19.0
8017;Administrative fees for civil affairs;Groot-Amsterdam (CR);2013;25.0;19.0
8018;Administrative fees for civil affairs;Groot-Amsterdam (CR);2014;24.0;18.0
8019;Administrative fees for civil affairs;Groot-Amsterdam (CR);2015;23.0;17.0
8020;Administrative fees for civil affairs;Groot-Amsterdam (CR);2016;25.0;19.0
8021;Administrative fees for civil affairs;Groot-Amsterdam (CR);2017;29.0;22.0
8022;Administrative fees for civil affairs;Groot-Amsterdam (CR);2018;32.0;23.0
8023;Administrative fees for civil affairs;Groot-Amsterdam (CR);2019;25.0;18.0
8024;Administrative fees for civil affairs;Groot-Amsterdam (CR);2020;22.0;16.0
8025;Administrative fees for civil affairs;Groot-Amsterdam (CR);2021;21.0;15.0
8026;Administrative fees for civil affairs;Groot-Amsterdam (CR);2022;21.0;15.0
8027;Administrative fees for civil affairs;Groot-Amsterdam (CR);2023;20.0;13.0
8028;Administrative fees for civil affairs;Groot-Amsterdam (CR);2024;34.0;23.0
8029;Administrative fees for civil affairs;Groot-Amsterdam (CR);2025;38.0;25.0
8030;Administrative fees for civil affairs;Het Gooi en Vechtstreek (CR);2004;3.0;11.0
8031;Administrative fees for civil affairs;Het Gooi en Vechtstreek (CR);2005;3.0;13.0
8032;Administrative fees for civil affairs;Het Gooi en Vechtstreek (CR);2006;3.0;13.0
8033;Administrative fees for civil affairs;Het Gooi en Vechtstreek (CR);2007;4.0;15.0
8034;Administrative fees for civil affairs;Het Gooi en Vechtstreek (CR);2008;4.0;16.0
8035;Administrative fees for civil affairs;Het Gooi en Vechtstreek (CR);2009;4.0;17.0
8036;Administrative fees for civil affairs;Het Gooi en Vechtstreek (CR);2010;4.0;18.0
8037;Administrative fees for civil affairs;Het Gooi en Vechtstreek (CR);2011;4.0;18.0
8038;Administrative fees for civil affairs;Het Gooi en Vechtstreek (CR);2012;4.0;18.0
8039;Administrative fees for civil affairs;Het Gooi en Vechtstreek (CR);2013;4.0;18.0
8040;Administrative fees for civil affairs;Het Gooi en Vechtstreek (CR);2014;4.0;18.0
8041;Administrative fees for civil affairs;Het Gooi en Vechtstreek (CR);2015;4.0;18.0
8042;Administrative fees for civil affairs;Het Gooi en Vechtstreek (CR);2016;4.0;18.0
8043;Administrative fees for civil affairs;Het Gooi en Vechtstreek (CR);2017;5.0;20.0
8044;Administrative fees for civil affairs;Het Gooi en Vechtstreek (CR);2018;5.0;20.0
8045;Administrative fees for civil affairs;Het Gooi en Vechtstreek (CR);2019;4.0;14.0
8046;Administrative fees for civil affairs;Het Gooi en Vechtstreek (CR);2020;3.0;13.0
8047;Administrative fees for civil affairs;Het Gooi en Vechtstreek (CR);2021;3.0;13.0
8048;Administrative fees for civil affairs;Het Gooi en Vechtstreek (CR);2022;3.0;12.0
8049;Administrative fees for civil affairs;Het Gooi en Vechtstreek (CR);2023;3.0;12.0
8050;Administrative fees for civil affairs;Het Gooi en Vechtstreek (CR);2024;5.0;19.0
8051;Administrative fees for civil affairs;Het Gooi en Vechtstreek (CR);2025;5.0;20.0
8052;Administrative fees for civil affairs;Agglomeratie Leiden en Bollenstreek (CR);2004;4.0;12.0
8053;Administrative fees for civil affairs;Agglomeratie Leiden en Bollenstreek (CR);2005;4.0;12.0
8054;Administrative fees for civil affairs;Agglomeratie Leiden en Bollenstreek (CR);2006;5.0;12.0
8055;Administrative fees for civil affairs;Agglomeratie Leiden en Bollenstreek (CR);2007;5.0;13.0
8056;Administrative fees for civil affairs;Agglomeratie Leiden en Bollenstreek (CR);2008;6.0;14.0
8057;Administrative fees for civil affairs;Agglomeratie Leiden en Bollenstreek (CR);2009;6.0;16.0
8058;Administrative fees for civil affairs;Agglomeratie Leiden en Bollenstreek (CR);2010;7.0;17.0
8059;Administrative fees for civil affairs;Agglomeratie Leiden en Bollenstreek (CR);2011;7.0;17.0
8060;Administrative fees for civil affairs;Agglomeratie Leiden en Bollenstreek (CR);2012;7.0;17.0
8061;Administrative fees for civil affairs;Agglomeratie Leiden en Bollenstreek (CR);2013;7.0;18.0
8062;Administrative fees for civil affairs;Agglomeratie Leiden en Bollenstreek (CR);2014;7.0;18.0
8063;Administrative fees for civil affairs;Agglomeratie Leiden en Bollenstreek (CR);2015;7.0;18.0
8064;Administrative fees for civil affairs;Agglomeratie Leiden en Bollenstreek (CR);2016;7.0;17.0
8065;Administrative fees for civil affairs;Agglomeratie Leiden en Bollenstreek (CR);2017;7.0;18.0
8066;Administrative fees for civil affairs;Agglomeratie Leiden en Bollenstreek (CR);2018;8.0;18.0
8067;Administrative fees for civil affairs;Agglomeratie Leiden en Bollenstreek (CR);2019;6.0;15.0
8068;Administrative fees for civil affairs;Agglomeratie Leiden en Bollenstreek (CR);2020;6.0;13.0
8069;Administrative fees for civil affairs;Agglomeratie Leiden en Bollenstreek (CR);2021;6.0;14.0
8070;Administrative fees for civil affairs;Agglomeratie Leiden en Bollenstreek (CR);2022;6.0;13.0
8071;Administrative fees for civil affairs;Agglomeratie Leiden en Bollenstreek (CR);2023;5.0;12.0
8072;Administrative fees for civil affairs;Agglomeratie Leiden en Bollenstreek (CR);2024;6.0;13.0
8073;Administrative fees for civil affairs;Agglomeratie Leiden en Bollenstreek (CR);2025;8.0;19.0
8074;Administrative fees for civil affairs;Agglomeratie 's-Gravenhage (CR);2004;11.0;15.0
8075;Administrative fees for civil affairs;Agglomeratie 's-Gravenhage (CR);2005;12.0;16.0
8076;Administrative fees for civil affairs;Agglomeratie 's-Gravenhage (CR);2006;13.0;16.0
8077;Administrative fees for civil affairs;Agglomeratie 's-Gravenhage (CR);2007;14.0;17.0
8078;Administrative fees for civil affairs;Agglomeratie 's-Gravenhage (CR);2008;15.0;19.0
8079;Administrative fees for civil affairs;Agglomeratie 's-Gravenhage (CR);2009;15.0;19.0
8080;Administrative fees for civil affairs;Agglomeratie 's-Gravenhage (CR);2010;16.0;19.0
8081;Administrative fees for civil affairs;Agglomeratie 's-Gravenhage (CR);2011;17.0;20.0
8082;Administrative fees for civil affairs;Agglomeratie 's-Gravenhage (CR);2012;17.0;20.0
8083;Administrative fees for civil affairs;Agglomeratie 's-Gravenhage (CR);2013;17.0;21.0
8084;Administrative fees for civil affairs;Agglomeratie 's-Gravenhage (CR);2014;18.0;22.0
8085;Administrative fees for civil affairs;Agglomeratie 's-Gravenhage (CR);2015;18.0;21.0
8086;Administrative fees for civil affairs;Agglomeratie 's-Gravenhage (CR);2016;18.0;21.0
8087;Administrative fees for civil affairs;Agglomeratie 's-Gravenhage (CR);2017;18.0;22.0
8088;Administrative fees for civil affairs;Agglomeratie 's-Gravenhage (CR);2018;18.0;21.0
8089;Administrative fees for civil affairs;Agglomeratie 's-Gravenhage (CR);2019;13.0;15.0
8090;Administrative fees for civil affairs;Agglomeratie 's-Gravenhage (CR);2020;13.0;15.0
8091;Administrative fees for civil affairs;Agglomeratie 's-Gravenhage (CR);2021;13.0;14.0
8092;Administrative fees for civil affairs;Agglomeratie 's-Gravenhage (CR);2022;12.0;14.0
8093;Administrative fees for civil affairs;Agglomeratie 's-Gravenhage (CR);2023;12.0;13.0
8094;Administrative fees for civil affairs;Agglomeratie 's-Gravenhage (CR);2024;21.0;23.0
8095;Administrative fees for civil affairs;Agglomeratie 's-Gravenhage (CR);2025;22.0;24.0
8096;Administrative fees for civil affairs;Delft en Westland (CR);2004;3.0;13.0
8097;Administrative fees for civil affairs;Delft en Westland (CR);2005;3.0;15.0
8098;Administrative fees for civil affairs;Delft en Westland (CR);2006;3.0;16.0
8099;Administrative fees for civil affairs;Delft en Westland (CR);2007;4.0;17.0
8100;Administrative fees for civil affairs;Delft en Westland (CR);2008;4.0;18.0
8101;Administrative fees for civil affairs;Delft en Westland (CR);2009;4.0;17.0
8102;Administrative fees for civil affairs;Delft en Westland (CR);2010;4.0;17.0
8103;Administrative fees for civil affairs;Delft en Westland (CR);2011;4.0;17.0
8104;Administrative fees for civil affairs;Delft en Westland (CR);2012;3.0;15.0
8105;Administrative fees for civil affairs;Delft en Westland (CR);2013;4.0;17.0
8106;Administrative fees for civil affairs;Delft en Westland (CR);2014;4.0;18.0
8107;Administrative fees for civil affairs;Delft en Westland (CR);2015;4.0;17.0
8108;Administrative fees for civil affairs;Delft en Westland (CR);2016;4.0;17.0
8109;Administrative fees for civil affairs;Delft en Westland (CR);2017;4.0;17.0
8110;Administrative fees for civil affairs;Delft en Westland (CR);2018;4.0;16.0
8111;Administrative fees for civil affairs;Delft en Westland (CR);2019;3.0;12.0
8112;Administrative fees for civil affairs;Delft en Westland (CR);2020;2.0;10.0
8113;Administrative fees for civil affairs;Delft en Westland (CR);2021;3.0;11.0
8114;Administrative fees for civil affairs;Delft en Westland (CR);2022;3.0;11.0
8115;Administrative fees for civil affairs;Delft en Westland (CR);2023;2.0;10.0
8116;Administrative fees for civil affairs;Delft en Westland (CR);2024;3.0;14.0
8117;Administrative fees for civil affairs;Delft en Westland (CR);2025;4.0;17.0
8118;Administrative fees for civil affairs;Oost-Zuid-Holland (CR);2004;3.0;11.0
8119;Administrative fees for civil affairs;Oost-Zuid-Holland (CR);2005;3.0;11.0
8120;Administrative fees for civil affairs;Oost-Zuid-Holland (CR);2006;4.0;11.0
8121;Administrative fees for civil affairs;Oost-Zuid-Holland (CR);2007;4.0;13.0
8122;Administrative fees for civil affairs;Oost-Zuid-Holland (CR);2008;5.0;14.0
8123;Administrative fees for civil affairs;Oost-Zuid-Holland (CR);2009;5.0;16.0
8124;Administrative fees for civil affairs;Oost-Zuid-Holland (CR);2010;5.0;17.0
8125;Administrative fees for civil affairs;Oost-Zuid-Holland (CR);2011;6.0;17.0
8126;Administrative fees for civil affairs;Oost-Zuid-Holland (CR);2012;5.0;18.0
8127;Administrative fees for civil affairs;Oost-Zuid-Holland (CR);2013;5.0;18.0
8128;Administrative fees for civil affairs;Oost-Zuid-Holland (CR);2014;5.0;17.0
8129;Administrative fees for civil affairs;Oost-Zuid-Holland (CR);2015;5.0;17.0
8130;Administrative fees for civil affairs;Oost-Zuid-Holland (CR);2016;6.0;17.0
8131;Administrative fees for civil affairs;Oost-Zuid-Holland (CR);2017;6.0;18.0
8132;Administrative fees for civil affairs;Oost-Zuid-Holland (CR);2018;6.0;17.0
8133;Administrative fees for civil affairs;Oost-Zuid-Holland (CR);2019;4.0;13.0
8134;Administrative fees for civil affairs;Oost-Zuid-Holland (CR);2020;4.0;11.0
8135;Administrative fees for civil affairs;Oost-Zuid-Holland (CR);2021;4.0;12.0
8136;Administrative fees for civil affairs;Oost-Zuid-Holland (CR);2022;4.0;13.0
8137;Administrative fees for civil affairs;Oost-Zuid-Holland (CR);2023;4.0;13.0
8138;Administrative fees for civil affairs;Oost-Zuid-Holland (CR);2024;6.0;17.0
8139;Administrative fees for civil affairs;Oost-Zuid-Holland (CR);2025;7.0;20.0
8140;Administrative fees for civil affairs;Groot-Rijnmond (CR);2004;18.0;14.0
8141;Administrative fees for civil affairs;Groot-Rijnmond (CR);2005;22.0;16.0
8142;Administrative fees for civil affairs;Groot-Rijnmond (CR);2006;21.0;15.0
8143;Administrative fees for civil affairs;Groot-Rijnmond (CR);2007;20.0;15.0
8144;Administrative fees for civil affairs;Groot-Rijnmond (CR);2008;22.0;16.0
8145;Administrative fees for civil affairs;Groot-Rijnmond (CR);2009;24.0;18.0
8146;Administrative fees for civil affairs;Groot-Rijnmond (CR);2010;27.0;19.0
8147;Administrative fees for civil affairs;Groot-Rijnmond (CR);2011;28.0;20.0
8148;Administrative fees for civil affairs;Groot-Rijnmond (CR);2012;29.0;20.0
8149;Administrative fees for civil affairs;Groot-Rijnmond (CR);2013;27.0;19.0
8150;Administrative fees for civil affairs;Groot-Rijnmond (CR);2014;24.0;17.0
8151;Administrative fees for civil affairs;Groot-Rijnmond (CR);2015;25.0;18.0
8152;Administrative fees for civil affairs;Groot-Rijnmond (CR);2016;27.0;19.0
8153;Administrative fees for civil affairs;Groot-Rijnmond (CR);2017;27.0;19.0
8154;Administrative fees for civil affairs;Groot-Rijnmond (CR);2018;27.0;19.0
8155;Administrative fees for civil affairs;Groot-Rijnmond (CR);2019;19.0;13.0
8156;Administrative fees for civil affairs;Groot-Rijnmond (CR);2020;18.0;12.0
8157;Administrative fees for civil affairs;Groot-Rijnmond (CR);2021;18.0;12.0
8158;Administrative fees for civil affairs;Groot-Rijnmond (CR);2022;18.0;12.0
8159;Administrative fees for civil affairs;Groot-Rijnmond (CR);2023;19.0;13.0
8160;Administrative fees for civil affairs;Groot-Rijnmond (CR);2024;31.0;20.0
8161;Administrative fees for civil affairs;Groot-Rijnmond (CR);2025;35.0;23.0
8162;Administrative fees for civil affairs;Zuidoost-Zuid-Holland (CR);2004;4.0;11.0
8163;Administrative fees for civil affairs;Zuidoost-Zuid-Holland (CR);2005;4.0;11.0
8164;Administrative fees for civil affairs;Zuidoost-Zuid-Holland (CR);2006;5.0;11.0
8165;Administrative fees for civil affairs;Zuidoost-Zuid-Holland (CR);2007;5.0;14.0
8166;Administrative fees for civil affairs;Zuidoost-Zuid-Holland (CR);2008;6.0;15.0
8167;Administrative fees for civil affairs;Zuidoost-Zuid-Holland (CR);2009;7.0;17.0
8168;Administrative fees for civil affairs;Zuidoost-Zuid-Holland (CR);2010;7.0;18.0
8169;Administrative fees for civil affairs;Zuidoost-Zuid-Holland (CR);2011;6.0;16.0
8170;Administrative fees for civil affairs;Zuidoost-Zuid-Holland (CR);2012;6.0;16.0
8171;Administrative fees for civil affairs;Zuidoost-Zuid-Holland (CR);2013;7.0;17.0
8172;Administrative fees for civil affairs;Zuidoost-Zuid-Holland (CR);2014;7.0;16.0
8173;Administrative fees for civil affairs;Zuidoost-Zuid-Holland (CR);2015;6.0;16.0
8174;Administrative fees for civil affairs;Zuidoost-Zuid-Holland (CR);2016;7.0;17.0
8175;Administrative fees for civil affairs;Zuidoost-Zuid-Holland (CR);2017;8.0;19.0
8176;Administrative fees for civil affairs;Zuidoost-Zuid-Holland (CR);2018;8.0;20.0
8177;Administrative fees for civil affairs;Zuidoost-Zuid-Holland (CR);2019;5.0;14.0
8178;Administrative fees for civil affairs;Zuidoost-Zuid-Holland (CR);2020;5.0;12.0
8179;Administrative fees for civil affairs;Zuidoost-Zuid-Holland (CR);2021;5.0;12.0
8180;Administrative fees for civil affairs;Zuidoost-Zuid-Holland (CR);2022;4.0;11.0
8181;Administrative fees for civil affairs;Zuidoost-Zuid-Holland (CR);2023;4.0;11.0
8182;Administrative fees for civil affairs;Zuidoost-Zuid-Holland (CR);2024;7.0;18.0
8183;Administrative fees for civil affairs;Zuidoost-Zuid-Holland (CR);2025;8.0;21.0
8184;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2004;1.0;9.0
8185;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2005;1.0;9.0
8186;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2006;1.0;10.0
8187;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2007;1.0;13.0
8188;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2008;2.0;14.0
8189;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2009;2.0;15.0
8190;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2010;2.0;17.0
8191;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2011;2.0;17.0
8192;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2012;2.0;18.0
8193;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2013;2.0;17.0
8194;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2014;2.0;17.0
8195;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2015;2.0;16.0
8196;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2016;2.0;18.0
8197;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2017;2.0;20.0
8198;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2018;2.0;20.0
8199;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2019;2.0;15.0
8200;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2020;1.0;12.0
8201;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2021;1.0;13.0
8202;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2022;1.0;13.0
8203;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2023;1.0;10.0
8204;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2024;2.0;20.0
8205;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2025;3.0;25.0
8206;Administrative fees for civil affairs;Overig Zeeland (CR);2004;3.0;11.0
8207;Administrative fees for civil affairs;Overig Zeeland (CR);2005;3.0;12.0
8208;Administrative fees for civil affairs;Overig Zeeland (CR);2006;3.0;10.0
8209;Administrative fees for civil affairs;Overig Zeeland (CR);2007;4.0;14.0
8210;Administrative fees for civil affairs;Overig Zeeland (CR);2008;4.0;14.0
8211;Administrative fees for civil affairs;Overig Zeeland (CR);2009;4.0;14.0
8212;Administrative fees for civil affairs;Overig Zeeland (CR);2010;4.0;16.0
8213;Administrative fees for civil affairs;Overig Zeeland (CR);2011;5.0;16.0
8214;Administrative fees for civil affairs;Overig Zeeland (CR);2012;5.0;16.0
8215;Administrative fees for civil affairs;Overig Zeeland (CR);2013;5.0;17.0
8216;Administrative fees for civil affairs;Overig Zeeland (CR);2014;5.0;17.0
8217;Administrative fees for civil affairs;Overig Zeeland (CR);2015;5.0;18.0
8218;Administrative fees for civil affairs;Overig Zeeland (CR);2016;5.0;18.0
8219;Administrative fees for civil affairs;Overig Zeeland (CR);2017;5.0;19.0
8220;Administrative fees for civil affairs;Overig Zeeland (CR);2018;5.0;18.0
8221;Administrative fees for civil affairs;Overig Zeeland (CR);2019;4.0;15.0
8222;Administrative fees for civil affairs;Overig Zeeland (CR);2020;4.0;13.0
